,SUT,Paths,Methods,Operations,Parametric Operations,Parametered Operations,Used Parameters,Distinct Parameters,Parameters Per Operations,Path Depth,Path Depth Variance,Example Rate,Default Rate,Type,Method Count
1161,mermade_openapi-converter_1_0_0,4,2,6,3,5,8,4,1.3333333333333333,1.0,0.0,0.0,0.0,"{""string"": {""num"": 7, ""format"": [""uri""]}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 4, ""post"": 2}"
1162,azure_azsadmin-Network_2015-06-15,5,1,5,5,5,8,3,1.6,4.2,0.96,0.0,0.625,"{""string"": {""num"": 8, ""format"": []}}","{""get"": 5}"
1163,mastercard_MATCH_1_0_0,6,2,6,3,6,102,40,17.0,4.666666666666667,0.22222222222222224,0.9313725490196079,0.0,"{""object"": {""num"": 5, ""format"": []}, ""string"": {""num"": 98, ""format"": []}, ""number"": {""num"": 4, ""format"": []}}","{""post"": 5, ""get"": 1}"
1164,letmc_free-tier_v2-free-tier,43,1,43,43,43,146,34,3.395348837209302,6.0,0.9302325581395349,0.0,0.0,"{""string"": {""num"": 77, ""format"": [""date-time""]}, ""integer"": {""num"": 57, ""format"": []}, ""number"": {""num"": 6, ""format"": []}, ""boolean"": {""num"": 6, ""format"": []}}","{""get"": 43}"
1165,apisetu_aaharjh_3_0_0,1,1,1,0,1,7,7,7.0,2.0,0.0,0.7142857142857143,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 5, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
1166,azure_containerservice-containerService_2016-03-30,3,3,5,5,5,21,8,4.2,7.2,1.3599999999999999,0.0,0.0,"{""string"": {""num"": 21, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 3, ""put"": 1, ""delete"": 1}"
1167,apisetu_bput_3_0_0,1,1,1,0,1,6,6,6.0,2.0,0.0,0.6666666666666666,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 4, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
1168,azure_network_2015-05-01-preview,57,4,87,87,87,391,28,4.494252873563219,8.114942528735632,2.216673272559122,0.0,0.0,"{""string"": {""num"": 390, ""format"": []}, ""object"": {""num"": 19, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""get"": 50, ""put"": 17, ""delete"": 16, ""post"": 4}"
1169,reloadly_1_0_0,1,2,2,0,1,2,2,1.0,1.0,0.0,0.0,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 2, ""format"": []}}","{""get"": 1, ""post"": 1}"
1170,amadeus_amadeus-seatmap-display_1_9_2,1,2,2,1,2,96,61,48.0,2.0,0.0,0.78125,0.010416666666666666,"{""string"": {""num"": 65, ""format"": [""date-time""]}, ""object"": {""num"": 1, ""format"": []}, ""boolean"": {""num"": 12, ""format"": []}, ""integer"": {""num"": 6, ""format"": []}, ""number"": {""num"": 1, ""format"": []}}","{""get"": 1, ""post"": 1}"
1171,letmc_maintenance_v3-maintenance,1,1,1,1,1,23,23,23.0,6.0,0.0,0.0,0.0,"{""string"": {""num"": 21, ""format"": [""date-time""]}, ""object"": {""num"": 1, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""post"": 1}"
1172,apisetu_iciciprulife_3_0_0,1,1,1,0,1,5,5,5.0,2.0,0.0,0.6,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 3, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
1173,azure_EnterpriseKnowledgeGraph-EnterpriseKnowledgeGraphSwagger_2018-12-03,4,4,7,7,7,32,8,4.571428571428571,6.714285714285714,3.3469387755102042,0.0,0.0,"{""string"": {""num"": 30, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 4, ""put"": 1, ""delete"": 1, ""patch"": 1}"
1174,azure_network-vmssPublicIpAddress_2017-03-30,3,1,3,3,3,20,9,6.666666666666667,13.333333333333334,9.555555555555555,0.0,0.0,"{""string"": {""num"": 17, ""format"": []}}","{""get"": 3}"
1175,salesloft_v2,86,4,118,95,116,777,168,6.584745762711864,2.6186440677966103,0.40541511060040225,0.0,0.0,"{""array"": {""num"": 138, ""format"": []}, ""integer"": {""num"": 198, ""format"": []}, ""string"": {""num"": 447, ""format"": [""date""]}, ""boolean"": {""num"": 131, ""format"": []}, ""object"": {""num"": 46, ""format"": []}, ""number"": {""num"": 1, ""format"": []}}","{""get"": 72, ""post"": 24, ""put"": 13, ""delete"": 9}"
1176,apisetu_orientalinsurance_3_0_0,10,1,10,0,10,60,6,6.0,2.0,0.0,0.6666666666666666,0.0,"{""object"": {""num"": 10, ""format"": []}, ""string"": {""num"": 40, ""format"": [""uuid""]}, ""integer"": {""num"": 10, ""format"": []}}","{""post"": 10}"
1177,interactivebrokers_1_0_0,13,4,16,10,15,99,36,6.1875,2.625,0.859375,0.0,0.0,"{""string"": {""num"": 73, ""format"": []}, ""object"": {""num"": 7, ""format"": []}, ""number"": {""num"": 16, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}, ""array"": {""num"": 1, ""format"": []}}","{""get"": 9, ""post"": 5, ""put"": 1, ""delete"": 1}"
1178,apisetu_epfindia_3_0_0,3,1,3,0,3,16,8,5.333333333333333,2.0,0.0,0.625,0.0,"{""object"": {""num"": 3, ""format"": []}, ""string"": {""num"": 10, ""format"": [""uuid""]}, ""integer"": {""num"": 3, ""format"": []}}","{""post"": 3}"
1179,geodesystems_1_0_0,241,1,241,241,241,4623,559,19.182572614107883,3.995850622406639,0.00413216025894871,0.0,0.00021630975556997622,"{""string"": {""num"": 3079, ""format"": [""date-time""]}, ""number"": {""num"": 1042, ""format"": []}, ""integer"": {""num"": 499, ""format"": []}, ""boolean"": {""num"": 3, ""format"": []}}","{""get"": 241}"
1180,azure_azurestack-Registration_2017-06-01,3,5,6,6,6,27,6,4.5,8.0,0.3333333333333333,0.0,0.2222222222222222,"{""string"": {""num"": 25, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1, ""patch"": 1, ""post"": 1}"
1181,azure_softwareplan_2019-06-01-preview,5,5,8,8,8,28,8,3.5,4.875,0.359375,0.0,0.0,"{""string"": {""num"": 28, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""post"": 1, ""get"": 4, ""put"": 1, ""delete"": 1, ""patch"": 1}"
1182,gov_geocoder_2_0_0,16,1,16,16,16,160,41,10.0,2.0625,0.18359375,0.0,0.59375,"{""string"": {""num"": 54, ""format"": []}, ""integer"": {""num"": 33, ""format"": []}, ""boolean"": {""num"": 23, ""format"": []}, ""number"": {""num"": 2, ""format"": []}}","{""get"": 16}"
1183,api_vehicle-enquiry_1_1_0,1,1,1,0,1,3,3,3.0,2.0,0.0,0.0,0.0,"{""string"": {""num"": 3, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""post"": 1}"
1184,visagecloud_1_1,36,5,52,51,52,277,72,5.326923076923077,4.0576923076923075,0.13128698224852073,0.0,0.17689530685920576,"{""string"": {""num"": 212, ""format"": [""date-time""]}, ""array"": {""num"": 17, ""format"": []}, ""boolean"": {""num"": 29, ""format"": []}, ""integer"": {""num"": 18, ""format"": []}, ""object"": {""num"": 3, ""format"": []}, ""number"": {""num"": 7, ""format"": []}}","{""get"": 22, ""post"": 14, ""delete"": 8, ""put"": 2, ""patch"": 6}"
1185,whapi_sessions_2_0_0,3,3,4,4,4,29,10,7.25,2.0,0.5,0.0,0.1724137931034483,"{""string"": {""num"": 28, ""format"": []}, ""array"": {""num"": 6, ""format"": []}, ""object"": {""num"": 1, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""post"": 1, ""get"": 2, ""delete"": 1}"
1186,azure_azsadmin-LogicalSubnet_2016-05-01,2,1,2,2,2,12,7,6.0,11.5,0.25,0.0,0.16666666666666666,"{""string"": {""num"": 12, ""format"": []}}","{""get"": 2}"
1187,azure_automation-hybridRunbookWorkerGroup_2015-10-31,2,3,4,4,4,21,7,5.25,9.75,0.1875,0.0,0.0,"{""string"": {""num"": 21, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 2, ""delete"": 1, ""patch"": 1}"
1188,appveyor_1_0_0,37,4,53,32,47,480,196,9.056603773584905,2.641509433962264,2.192239231043075,0.0,0.016666666666666666,"{""object"": {""num"": 16, ""format"": []}, ""string"": {""num"": 274, ""format"": [""date-time"", ""uri"", ""password"", ""binary"", ""email""]}, ""integer"": {""num"": 53, ""format"": []}, ""boolean"": {""num"": 97, ""format"": []}, ""array"": {""num"": 1, ""format"": []}}","{""post"": 7, ""get"": 27, ""put"": 11, ""delete"": 8}"
1189,sportsdata_lol-v3-scores_1_0,16,1,16,16,16,25,7,1.5625,2.5625,0.24609375,0.0,0.64,"{""string"": {""num"": 9, ""format"": []}}","{""get"": 16}"
1190,azure_azsadmin-acquisitions_2015-12-01-preview,1,1,1,1,1,5,5,5.0,9.0,0.0,0.0,0.0,"{""string"": {""num"": 5, ""format"": []}}","{""get"": 1}"
1191,azure_sql-virtualclusters_2015-05-01-preview,3,3,5,5,5,20,7,4.0,7.2,1.3599999999999999,0.0,0.0,"{""string"": {""num"": 20, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 3, ""delete"": 1, ""patch"": 1}"
1192,azure_sql-syncGroups_2015-05-01-preview,8,5,11,11,11,72,13,6.545454545454546,11.909090909090908,2.8099173553719017,0.0,0.0,"{""string"": {""num"": 71, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 5, ""put"": 1, ""delete"": 1, ""patch"": 1, ""post"": 3}"
1193,apideck_ecommerce_9_3_0,7,1,7,7,7,47,10,6.714285714285714,2.4285714285714284,0.24489795918367344,0.06382978723404255,0.2127659574468085,"{""boolean"": {""num"": 7, ""format"": []}, ""string"": {""num"": 37, ""format"": []}, ""integer"": {""num"": 3, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 7}"
1194,apisetu_pramericalife_3_0_0,1,1,1,0,1,6,6,6.0,2.0,0.0,0.6666666666666666,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 4, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
1195,azure_security_2015-06-01-preview,36,4,38,38,38,164,25,4.315789473684211,7.7894736842105265,4.639889196675901,0.0,0.0,"{""string"": {""num"": 119, ""format"": [""date-time""]}, ""object"": {""num"": 2, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""get"": 31, ""post"": 5, ""put"": 1, ""delete"": 1}"
1196,azure_web-Recommendations_2016-03-01,9,2,9,9,9,40,9,4.444444444444445,8.555555555555555,3.802469135802469,0.0,0.0,"{""boolean"": {""num"": 3, ""format"": []}, ""string"": {""num"": 37, ""format"": []}}","{""get"": 4, ""post"": 5}"
1197,bufferapp_1,18,2,18,18,18,43,8,2.388888888888889,2.7777777777777777,0.9506172839506175,0.0,0.0,"{""string"": {""num"": 17, ""format"": [""date""]}, ""integer"": {""num"": 6, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}}","{""get"": 10, ""post"": 8}"
1198,azure_automation-schedule_2015-10-31,2,4,5,5,5,37,15,7.4,9.8,0.15999999999999998,0.0,0.0,"{""string"": {""num"": 32, ""format"": [""date-time""]}, ""object"": {""num"": 2, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1, ""patch"": 1}"
1199,twitter_legacy_1_1,82,2,83,74,74,253,76,3.0481927710843375,2.2048192771084336,0.2110611119175497,0.0,0.02766798418972332,"{""string"": {""num"": 237, ""format"": []}, ""integer"": {""num"": 10, ""format"": []}, ""boolean"": {""num"": 4, ""format"": []}}","{""get"": 51, ""post"": 32}"
1200,azure_postgresql-PrivateLinkResources_2018-06-01,2,1,2,2,2,9,5,4.5,9.5,0.25,0.0,0.0,"{""string"": {""num"": 9, ""format"": []}}","{""get"": 2}"
1201,cycat_0_9,14,2,14,10,10,13,6,0.9285714285714286,2.4285714285714284,0.9591836734693876,0.0,0.0,"{""string"": {""num"": 9, ""format"": []}, ""integer"": {""num"": 4, ""format"": []}}","{""get"": 13, ""post"": 1}"
1202,twilio_twilio_sync_v1_1_42_0,21,3,48,47,48,196,31,4.083333333333333,5.375,2.0677083333333335,0.0,0.0,"{""integer"": {""num"": 56, ""format"": []}, ""string"": {""num"": 119, ""format"": [""uri""]}, ""object"": {""num"": 18, ""format"": []}, ""boolean"": {""num"": 17, ""format"": []}}","{""get"": 20, ""post"": 18, ""delete"": 10}"
1203,google_2_0,30,2,30,1,18,45,40,1.5,1.5666666666666667,0.37888888888888894,0.08888888888888889,0.0,"{""object"": {""num"": 16, ""format"": []}, ""boolean"": {""num"": 15, ""format"": []}, ""string"": {""num"": 14, ""format"": []}, ""integer"": {""num"": 14, ""format"": []}, ""number"": {""num"": 2, ""format"": []}}","{""get"": 12, ""post"": 18}"
1204,apisetu_chitkarauniversity_3_0_0,1,1,1,0,1,6,6,6.0,2.0,0.0,0.6666666666666666,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 4, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
1205,azure_apimanagement-apimbackends_2019-01-01,3,6,7,7,7,48,14,6.857142857142857,10.0,0.2857142857142857,0.0,0.0,"{""string"": {""num"": 45, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}, ""object"": {""num"": 3, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1, ""head"": 1, ""patch"": 1, ""post"": 1}"
1206,omdbapi_1,1,1,1,1,1,11,11,11.0,0.0,0.0,0.0,0.45454545454545453,"{""string"": {""num"": 4, ""format"": []}, ""integer"": {""num"": 3, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""get"": 1}"
1207,apisetu_kkhsou_3_0_0,1,1,1,0,1,6,6,6.0,2.0,0.0,0.6666666666666666,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 4, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
1208,azure_network-availableServiceAliases_2019-08-01,2,1,2,2,2,7,4,3.5,8.0,1.0,0.0,0.0,"{""string"": {""num"": 7, ""format"": []}}","{""get"": 2}"
1209,azure_network-azureFirewall_2018-04-01,3,3,5,5,5,21,8,4.2,7.2,1.3599999999999999,0.0,0.0,"{""string"": {""num"": 21, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 3, ""put"": 1, ""delete"": 1}"
1210,wso2apistore_transform_1_0_0,2,1,2,0,2,2,1,1.0,1.0,0.0,0.0,1.0,"{""string"": {""num"": 4, ""format"": []}}","{""post"": 2}"
1211,orbit_v1,21,4,33,31,31,264,69,8.0,3.0,1.1515151515151516,0.0,0.0,"{""string"": {""num"": 237, ""format"": []}, ""boolean"": {""num"": 4, ""format"": []}, ""object"": {""num"": 12, ""format"": []}}","{""get"": 18, ""post"": 6, ""put"": 5, ""delete"": 4}"
1212,azure_monitor-logProfiles_API_2016-03-01,2,4,5,5,5,24,12,4.8,5.8,0.15999999999999998,0.0,0.0,"{""string"": {""num"": 22, ""format"": []}, ""object"": {""num"": 2, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1, ""patch"": 1}"
1213,azure_sql-recoverableManagedDatabases_2017-10-01-preview,2,1,2,2,2,9,5,4.5,9.5,0.25,0.0,0.0,"{""string"": {""num"": 9, ""format"": []}}","{""get"": 2}"
1214,selectpdf_1_0_0,1,1,1,0,1,10,10,10.0,2.0,0.0,1.0,0.2,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 4, ""format"": [""uuid""]}, ""integer"": {""num"": 4, ""format"": []}}","{""post"": 1}"
1215,azure_signalr_2018-03-01-preview,8,5,11,11,11,51,13,4.636363636363637,7.181818181818182,2.8760330578512394,0.0,0.0,"{""string"": {""num"": 35, ""format"": []}, ""object"": {""num"": 4, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}}","{""get"": 5, ""post"": 3, ""put"": 1, ""delete"": 1, ""patch"": 1}"
1216,azure_security-iotSecuritySolutionAnalytics_2017-08-01-preview,7,2,7,7,7,33,7,4.714285714285714,11.142857142857142,1.5510204081632655,0.0,0.0,"{""string"": {""num"": 31, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}}","{""get"": 6, ""post"": 1}"
1217,bintable_1_0_0-oas3,2,1,2,2,2,3,2,1.5,1.0,0.0,0.0,0.0,"{""string"": {""num"": 3, ""format"": []}}","{""get"": 2}"
1218,azure_hdinsight-locations_2018-06-01-preview,3,1,3,3,3,9,3,3.0,7.0,0.0,0.0,0.0,"{""string"": {""num"": 9, ""format"": []}}","{""get"": 3}"
1219,googleapis_acceleratedmobilepageurl_v1,1,1,1,1,1,24,13,24.0,2.0,0.0,0.0,0.0,"{""string"": {""num"": 17, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""post"": 1}"
1220,vimeo_3_4,179,5,326,304,315,1235,137,3.7883435582822087,3.6165644171779143,1.463406601678648,0.8421052631578947,0.0,"{""boolean"": {""num"": 113, ""format"": []}, ""number"": {""num"": 671, ""format"": []}, ""string"": {""num"": 218, ""format"": []}, ""object"": {""num"": 64, ""format"": []}}","{""get"": 164, ""post"": 37, ""delete"": 58, ""patch"": 22, ""put"": 45}"
1221,azure_sql-virtualNetworkRules_2015-05-01-preview,2,3,4,4,4,22,8,5.5,9.75,0.1875,0.0,0.0,"{""string"": {""num"": 22, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1}"
1222,nasa_apod_1_0_0,1,1,1,1,1,2,2,2.0,1.0,0.0,0.0,0.0,"{""string"": {""num"": 1, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""get"": 1}"
1223,azure_azsadmin-queueServices_2015-12-01-preview,3,1,3,3,3,15,5,5.0,10.666666666666666,0.2222222222222222,0.0,0.0,"{""string"": {""num"": 12, ""format"": []}}","{""get"": 3}"
1224,azure_azsadmin-storage_2015-12-01-preview,1,1,1,1,1,1,1,1.0,3.0,0.0,0.0,0.0,"{""string"": {""num"": 1, ""format"": []}}","{""get"": 1}"
1225,taxrates_1_0_0,3,1,3,3,3,16,11,5.333333333333333,3.0,0.0,1.0,0.0,"{""string"": {""num"": 16, ""format"": []}}","{""get"": 3}"
1226,azure_apimanagement-apimsubscriptions_2018-06-01-preview,4,6,8,8,8,63,19,7.875,10.125,0.359375,0.0,0.0,"{""string"": {""num"": 55, ""format"": [""date-time""]}, ""integer"": {""num"": 2, ""format"": []}, ""boolean"": {""num"": 4, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1, ""head"": 1, ""patch"": 1, ""post"": 2}"
1227,googleapis_playintegrity_v1,1,1,1,1,1,24,13,24.0,2.0,0.0,0.0,0.0,"{""string"": {""num"": 18, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""post"": 1}"
1228,azure_security-subAssessments_2019-01-01-preview,3,1,3,3,3,9,4,3.0,5.666666666666667,1.5555555555555554,0.0,0.0,"{""string"": {""num"": 9, ""format"": []}}","{""get"": 3}"
1229,azure_azsadmin-LogicalNetwork_2016-05-01,2,1,2,2,2,10,6,5.0,9.5,0.25,0.0,0.2,"{""string"": {""num"": 10, ""format"": []}}","{""get"": 2}"
1230,azure_resources-subscriptions_2015-11-01,4,1,4,4,4,6,2,1.5,1.75,0.6875,0.0,0.0,"{""string"": {""num"": 6, ""format"": []}}","{""get"": 4}"
1231,amadeus_amadeus-flight-offers-price_1_2_2,1,1,1,1,1,133,88,133.0,3.0,0.0,0.6541353383458647,0.015037593984962405,"{""string"": {""num"": 93, ""format"": [""date-time"", ""date""]}, ""array"": {""num"": 1, ""format"": []}, ""boolean"": {""num"": 13, ""format"": []}, ""object"": {""num"": 1, ""format"": []}, ""integer"": {""num"": 7, ""format"": []}, ""number"": {""num"": 1, ""format"": []}}","{""post"": 1}"
1232,googleapis_mybusinessnotifications_v1,1,2,2,2,2,50,15,25.0,2.0,0.0,0.0,0.0,"{""string"": {""num"": 37, ""format"": []}, ""boolean"": {""num"": 4, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 1, ""patch"": 1}"
1233,visualcrossing_weather_4_6,5,1,5,5,5,42,19,8.4,5.6,0.6399999999999999,0.0,0.0,"{""string"": {""num"": 35, ""format"": []}, ""boolean"": {""num"": 7, ""format"": []}}","{""get"": 5}"
1234,azure_security-locations_2015-06-01-preview,2,1,2,2,2,5,3,2.5,5.5,0.25,0.0,0.0,"{""string"": {""num"": 5, ""format"": []}}","{""get"": 2}"
1235,contentgroove_1_0_0,7,4,15,11,14,34,11,2.2666666666666666,3.533333333333333,0.248888888888889,0.4117647058823529,0.0,"{""object"": {""num"": 10, ""format"": []}, ""number"": {""num"": 4, ""format"": []}, ""string"": {""num"": 26, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""get"": 7, ""post"": 3, ""put"": 2, ""delete"": 3}"
1236,haloapi_profile_1_0,3,1,3,3,3,6,3,2.0,4.0,0.0,0.0,0.0,"{""string"": {""num"": 4, ""format"": []}, ""number"": {""num"": 2, ""format"": []}}","{""get"": 3}"
1237,azure_sql-ManagedBackupShortTermRetention_2017-03-01-preview,2,3,4,4,4,29,9,7.25,11.75,0.1875,0.0,0.0,"{""string"": {""num"": 26, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 2, ""put"": 1, ""patch"": 1}"
1238,hsbc_branches_2_2_1,6,1,6,5,5,8,7,1.3333333333333333,5.5,2.5833333333333335,0.0,0.0,"{""string"": {""num"": 7, ""format"": []}, ""number"": {""num"": 1, ""format"": []}}","{""get"": 6}"
1239,apisetu_labourbih_3_0_0,7,1,7,0,7,35,5,5.0,2.0,0.0,0.6,0.0,"{""object"": {""num"": 7, ""format"": []}, ""string"": {""num"": 21, ""format"": [""uuid""]}, ""integer"": {""num"": 7, ""format"": []}}","{""post"": 7}"
1240,azure_azsadmin-NetworkOperationResults_2016-05-01,2,1,2,2,2,10,6,5.0,9.5,0.25,0.0,0.2,"{""string"": {""num"": 10, ""format"": []}}","{""get"": 2}"
1241,openstf_2_3_0,8,3,10,7,8,11,3,1.1,2.4,1.04,0.0,0.0,"{""string"": {""num"": 10, ""format"": []}, ""object"": {""num"": 1, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""get"": 6, ""post"": 2, ""delete"": 2}"
1242,slack_1_7_0,174,2,174,79,174,671,157,3.8563218390804597,1.0,0.0,0.0,0.0,"{""string"": {""num"": 563, ""format"": []}, ""object"": {""num"": 91, ""format"": []}, ""integer"": {""num"": 36, ""format"": []}, ""boolean"": {""num"": 57, ""format"": []}, ""number"": {""num"": 15, ""format"": []}}","{""post"": 94, ""get"": 80}"
1243,whapi_accounts_2_0_0,8,3,9,6,9,61,19,6.777777777777778,2.4444444444444446,0.691358024691358,0.0,0.13114754098360656,"{""string"": {""num"": 57, ""format"": []}, ""array"": {""num"": 13, ""format"": []}, ""number"": {""num"": 6, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 4, ""post"": 4, ""put"": 1}"
1244,azure_azsadmin-InfraRole_2016-05-01,3,2,3,3,3,15,6,5.0,10.0,0.6666666666666666,0.0,0.2,"{""string"": {""num"": 15, ""format"": []}}","{""get"": 2, ""post"": 1}"
1245,azure_azsadmin-ApplicationOperationResults_2016-05-01,2,1,2,2,2,10,6,5.0,9.5,0.25,0.0,0.2,"{""string"": {""num"": 10, ""format"": []}}","{""get"": 2}"
1246,azure_apimanagement-apimproductsByTags_2018-06-01-preview,1,1,1,1,1,8,8,8.0,9.0,0.0,0.0,0.0,"{""string"": {""num"": 5, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""get"": 1}"
1247,apisetu_statisticsrajasthan_3_0_0,3,1,3,0,3,19,7,6.333333333333333,2.0,0.0,0.6842105263157895,0.0,"{""object"": {""num"": 3, ""format"": []}, ""string"": {""num"": 13, ""format"": [""uuid""]}, ""integer"": {""num"": 3, ""format"": []}}","{""post"": 3}"
1248,azure_sql-replicationLinks_2014-04-01,4,3,5,5,5,29,6,5.8,12.2,0.56,0.0,0.0,"{""string"": {""num"": 29, ""format"": []}}","{""get"": 2, ""delete"": 1, ""post"": 2}"
1249,azure_containerinstance-containerInstance_2017-08-01-preview,4,3,6,6,6,72,39,12.0,7.833333333333333,3.1388888888888893,0.0,0.0,"{""string"": {""num"": 55, ""format"": [""date-time""]}, ""object"": {""num"": 1, ""format"": []}, ""integer"": {""num"": 7, ""format"": []}, ""number"": {""num"": 4, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}}","{""get"": 4, ""put"": 1, ""delete"": 1}"
1250,azure_web-service_2015-08-01,213,5,295,295,295,1833,97,6.213559322033898,9.67457627118644,4.972065498419995,0.0,0.0,"{""string"": {""num"": 1786, ""format"": [""date-time""]}, ""object"": {""num"": 91, ""format"": []}, ""integer"": {""num"": 5, ""format"": []}, ""boolean"": {""num"": 36, ""format"": []}, ""number"": {""num"": 2, ""format"": []}}","{""get"": 138, ""put"": 52, ""post"": 61, ""delete"": 28, ""patch"": 16}"
1251,vtex_License-Manager-API_1_0,10,4,12,7,10,25,13,2.0833333333333335,4.5,2.0833333333333335,0.16,0.4,"{""string"": {""num"": 19, ""format"": []}, ""integer"": {""num"": 5, ""format"": []}, ""object"": {""num"": 3, ""format"": []}, ""array"": {""num"": 1, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""get"": 7, ""post"": 2, ""put"": 2, ""delete"": 1}"
1252,vtex_Message-Center-API_1_0_0,1,1,1,1,1,1,1,1.0,6.0,0.0,0.0,1.0,"{""string"": {""num"": 1, ""format"": []}}","{""post"": 1}"
1253,azure_devspaces_2018-06-01-preview,6,5,9,9,9,33,9,3.6666666666666665,6.777777777777778,3.506172839506173,0.0,0.0,"{""string"": {""num"": 33, ""format"": []}, ""object"": {""num"": 3, ""format"": []}}","{""post"": 2, ""get"": 4, ""put"": 1, ""delete"": 1, ""patch"": 1}"
1254,azure_sql-serviceObjectives_2014-04-01,2,1,2,2,2,9,5,4.5,9.5,0.25,0.0,0.0,"{""string"": {""num"": 9, ""format"": []}}","{""get"": 2}"
1255,nebl_1_3_0,50,2,50,37,48,184,38,3.68,3.36,1.0304,0.016304347826086956,0.010869565217391304,"{""object"": {""num"": 11, ""format"": []}, ""string"": {""num"": 135, ""format"": []}, ""number"": {""num"": 31, ""format"": []}, ""boolean"": {""num"": 18, ""format"": []}}","{""post"": 11, ""get"": 39}"
1256,azure_postgresql_2017-04-30-preview,14,5,22,22,22,115,21,5.2272727272727275,8.181818181818182,4.057851239669421,0.0,0.0,"{""string"": {""num"": 104, ""format"": [""password""]}, ""object"": {""num"": 6, ""format"": []}, ""integer"": {""num"": 4, ""format"": []}}","{""get"": 13, ""post"": 1, ""put"": 4, ""delete"": 3, ""patch"": 1}"
1257,sportsdata_nfl-v3-play-by-play_1_0,3,1,3,3,3,10,6,3.3333333333333335,4.333333333333333,0.888888888888889,0.0,0.3,"{""string"": {""num"": 7, ""format"": []}}","{""get"": 3}"
